form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00873893,SB21B.1042634,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-19,7.13,,MERCHANT FEES
SB21B,C00873893,SB21B.1042786,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-20,18.43,,MERCHANT FEES
SB21B,C00873893,SB21B.1042797,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-19,19559.55,,MERCHANT FEES
SB21B,C00873893,SB21B.1042800,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-19,15447.00,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1043060,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-23,34.21,,MERCHANT FEES
SB21B,C00873893,SB21B.1043112,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-23,25515.64,,MERCHANT FEES
SB21B,C00873893,SB21B.1043115,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-24,7.59,,MERCHANT FEES
SB21B,C00873893,SB21B.1043116,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-23,20153.14,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1043138,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-23,22112.48,,MERCHANT FEES
SB21B,C00873893,SB21B.1043139,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-23,31587.75,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1043375,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-24,13686.32,,MERCHANT FEES
SB21B,C00873893,SB21B.1043376,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-24,25636.00,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1043401,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-26,40383.60,,MERCHANT FEES
SB21B,C00873893,SB21B.1043402,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-26,68506.85,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1043435,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-27,13740.88,,MERCHANT FEES
SB21B,C00873893,SB21B.1043436,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-27,30373.00,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1043501,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-26,177.09,,MERCHANT FEES
SB21B,C00873893,SB21B.1043502,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-27,26.57,,MERCHANT FEES
SB21B,C00873893,SB21B.1043612,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-30,23831.62,,MERCHANT FEES
SB21B,C00873893,SB21B.1043613,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-30,33322.00,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1043862,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-31,14181.56,,MERCHANT FEES
SB21B,C00873893,SB21B.1043863,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-31,21947.25,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1039493,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-26,17.44,,MERCHANT FEES
SB21B,C00873893,SB21B.1039705,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-27,284.95,,MERCHANT FEES
SB21B,C00873893,SB21B.1039856,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-26,14106.00,,MERCHANT FEES
SB21B,C00873893,SB21B.1039857,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-26,32117.50,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1040213,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-29,69.14,,MERCHANT FEES
SB21B,C00873893,SB21B.1040348,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-29,51055.21,,MERCHANT FEES
SB21B,C00873893,SB21B.1040350,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-29,79489.50,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1040351,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-29,17141.76,,MERCHANT FEES
SB21B,C00873893,SB21B.1040353,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-11-29,27428.05,,MERCHANDISE FEES
SB21B,C00873893,SB21B.1044054,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-30,120.17,,MERCHANT FEES
SB21B,C00873893,SB21B.1044067,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-12-31,67.47,,MERCHANT FEES
